Review Rating,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Payment Method,Shipping Type,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3.4,20,Male,Jeans,41,Oregon,S,Lavender,Winter,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,6,Debit Card,Monthly
2.7,46,Male,Sweater,68,North Dakota,XL,Red,Fall,No,PayPal,Express,Express,No,No,27,PayPal,Weekly
2.6,46,Male,Sandals,51,Illinois,L,Green,Spring,No,PayPal,Store_Pickup,Store_Pickup,No,No,25,Bank Transfer,Fortnightly
2.9,69,Male,Handbag,38,New Mexico,M,Gray,Fall,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,11,Credit Card,Annually
2.7,28,Male,Scarf,46,Colorado,XL,Violet,Summer,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,23,PayPal,Monthly
4.5,42,Male,Sandals,20,Utah,XL,Beige,Summer,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,44,Bank Transfer,Quarterly
3.1,30,Male,Sunglasses,25,Virginia,M,Orange,Summer,No,Venmo,Store_Pickup,Store_Pickup,No,No,35,PayPal,Fortnightly
3.2,50,Male,Sweater,89,Maine,L,Purple,Winter,No,PayPal,Free_Shipping,Free_Shipping,No,No,45,Debit Card,Every 3 Months
3.3,59,Male,Pants,77,Nebraska,M,Brown,Winter,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,22,Bank Transfer,Quarterly
2.9,54,Male,Hat,94,Hawaii,M,Maroon,Fall,No,Credit Card,Express,Express,No,No,18,Debit Card,Quarterly
4.1,50,Male,Belt,100,Idaho,L,Gold,Fall,No,Cash,Standard,Standard,No,No,20,Debit Card,Weekly
2.7,25,Male,Sandals,96,West Virginia,M,Indigo,Winter,No,Debit Card,Express,Express,No,No,28,Credit Card,Fortnightly
4.0,41,Male,Pants,36,Vermont,XL,Silver,Winter,No,Credit Card,Store_Pickup,Store_Pickup,No,No,15,Venmo,Bi-Weekly
2.6,35,Male,Jewelry,27,Indiana,XL,Red,Fall,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,42,Bank Transfer,Fortnightly
3.5,67,Male,Sunglasses,67,Idaho,M,Magenta,Winter,No,Cash,Store_Pickup,Store_Pickup,No,No,20,Debit Card,Quarterly
2.8,33,Male,Blouse,91,Minnesota,S,Purple,Fall,No,PayPal,Store_Pickup,Store_Pickup,No,No,16,Bank Transfer,Fortnightly
4.5,19,Male,Belt,62,Wyoming,XL,Beige,Fall,No,Cash,Store_Pickup,Store_Pickup,No,No,47,Cash,Annually
3.0,25,Male,Shorts,88,Kansas,XL,White,Fall,No,Debit Card,Free_Shipping,Free_Shipping,No,No,34,Credit Card,Annually
4.4,32,Male,Pants,66,Georgia,M,Teal,Summer,No,PayPal,Store_Pickup,Store_Pickup,No,No,30,Credit Card,Weekly
4.7,30,Male,Sandals,65,Kansas,M,Gray,Fall,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,5,PayPal,Quarterly
4.3,18,Male,Gloves,25,Nebraska,L,Charcoal,Winter,No,Credit Card,Standard,Standard,No,No,38,Cash,Quarterly
4.8,38,Male,Belt,64,Washington,S,Olive,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,18,Credit Card,Annually
4.8,22,Male,Shirt,72,Missouri,L,Blue,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,28,Cash,Annually
4.4,40,Male,Scarf,74,Washington,S,Gray,Summer,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,42,Credit Card,Fortnightly
3.7,54,Male,Gloves,50,Kansas,M,Green,Fall,No,Debit Card,Free_Shipping,Free_Shipping,No,No,5,Credit Card,Weekly
3.9,70,Male,Pants,97,Minnesota,M,Silver,Fall,No,Bank Transfer,Express,Express,No,No,50,Venmo,Monthly
3.8,52,Male,Sneakers,36,Colorado,S,Teal,Spring,No,Debit Card,Express,Express,No,No,33,Venmo,Fortnightly
4.1,34,Male,Jacket,49,Utah,M,Beige,Fall,No,Cash,Store_Pickup,Store_Pickup,No,No,1,Credit Card,Weekly
4.0,65,Male,Shoes,64,North Carolina,L,Lavender,Spring,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,14,Cash,Fortnightly
4.5,38,Male,Blouse,31,Florida,XL,Gray,Summer,No,Credit Card,Express,Express,No,No,48,Credit Card,Monthly
4.0,35,Male,Boots,66,New Hampshire,S,Yellow,Winter,No,Cash,Express,Express,No,No,26,Cash,Weekly
4.5,40,Male,Socks,82,Illinois,M,Gray,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,44,Credit Card,Annually
2.7,23,Male,T-shirt,88,Louisiana,M,Yellow,Winter,No,Venmo,Standard,Standard,No,No,18,Debit Card,Fortnightly
3.8,45,Male,Sandals,34,Alabama,S,Black,Summer,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,31,Venmo,Every 3 Months
3.8,40,Male,Sneakers,84,Florida,L,Beige,Winter,No,Credit Card,Standard,Standard,No,No,18,Debit Card,Weekly
3.8,42,Male,Jewelry,96,Alabama,L,Indigo,Summer,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,41,Credit Card,Every 3 Months
4.3,57,Male,Sandals,71,California,L,Green,Winter,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,18,Debit Card,Every 3 Months
3.5,18,Male,Jacket,77,Maryland,M,Purple,Summer,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,3,Bank Transfer,Bi-Weekly
3.8,18,Male,Skirt,66,Nevada,M,Orange,Spring,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,5,Credit Card,Bi-Weekly
3.7,56,Male,Shirt,21,Massachusetts,M,Teal,Winter,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,13,Debit Card,Annually
4.8,35,Male,Shorts,37,South Carolina,M,Gold,Summer,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,22,PayPal,Annually
4.9,49,Male,Socks,90,Delaware,L,Gray,Fall,No,Venmo,Free_Shipping,Free_Shipping,No,No,45,PayPal,Fortnightly
4.3,49,Male,Jacket,96,Hawaii,M,Cyan,Fall,No,Cash,Store_Pickup,Store_Pickup,No,No,39,PayPal,Every 3 Months
4.4,34,Male,Jewelry,37,Florida,L,Teal,Summer,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,18,Venmo,Annually
3.4,63,Male,T-shirt,66,Rhode Island,M,Violet,Winter,No,Cash,Free_Shipping,Free_Shipping,No,No,19,PayPal,Fortnightly
4.3,42,Male,Gloves,45,Wyoming,XL,Indigo,Spring,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,29,Debit Card,Weekly
4.6,41,Male,Shoes,89,Colorado,L,Pink,Summer,No,Venmo,Store_Pickup,Store_Pickup,No,No,19,Credit Card,Weekly
3.8,26,Male,Shoes,94,Virginia,L,Gold,Fall,No,PayPal,Free_Shipping,Free_Shipping,No,No,22,Debit Card,Monthly
3.9,48,Male,Shoes,96,Nebraska,S,Maroon,Summer,No,Venmo,Express,Express,No,No,21,Bank Transfer,Annually
2.6,62,Male,Hoodie,31,Oklahoma,M,Brown,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,22,PayPal,Monthly
4.2,24,Male,Belt,79,North Dakota,M,Gold,Winter,No,Venmo,Store_Pickup,Store_Pickup,No,No,44,PayPal,Every 3 Months
4.6,48,Male,Coat,39,Michigan,L,Teal,Spring,No,Venmo,Store_Pickup,Store_Pickup,No,No,42,Bank Transfer,Quarterly
5.0,31,Male,Blouse,22,California,M,Turquoise,Fall,No,Debit Card,Standard,Standard,No,No,33,Credit Card,Quarterly
4.2,41,Male,Skirt,32,Tennessee,L,Olive,Fall,No,PayPal,Standard,Standard,No,No,6,Bank Transfer,Annually
4.3,24,Male,T-shirt,71,Ohio,L,Cyan,Winter,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,44,Credit Card,Every 3 Months
3.3,60,Male,Jeans,96,Florida,XL,Beige,Spring,No,Venmo,Free_Shipping,Free_Shipping,No,No,24,Cash,Annually
4.9,38,Male,Scarf,82,Missouri,M,Blue,Fall,No,Venmo,Express,Express,No,No,16,PayPal,Quarterly
4.4,58,Male,Backpack,76,South Carolina,L,Gold,Spring,No,Cash,Standard,Standard,No,No,12,Bank Transfer,Fortnightly
3.1,53,Male,Backpack,22,Arizona,M,Green,Winter,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,50,PayPal,Monthly
3.5,44,Male,Scarf,40,Indiana,XL,Green,Winter,No,PayPal,Store_Pickup,Store_Pickup,No,No,42,Cash,Quarterly
3.9,51,Male,Hat,92,North Dakota,M,Turquoise,Summer,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,50,PayPal,Monthly
3.9,36,Male,Coat,94,Montana,XL,Yellow,Fall,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,10,PayPal,Quarterly
4.3,20,Male,Dress,44,Missouri,M,Yellow,Fall,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,32,Debit Card,Weekly
3.8,32,Male,Gloves,49,Kentucky,S,Blue,Spring,No,Venmo,Express,Express,No,No,37,Venmo,Weekly
2.7,66,Male,Sweater,26,Georgia,L,Charcoal,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,15,Bank Transfer,Monthly
4.4,49,Male,Skirt,38,Kentucky,M,Yellow,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,27,Credit Card,Annually
3.5,27,Male,Blouse,72,Georgia,L,Purple,Spring,No,Debit Card,Express,Express,No,No,7,Venmo,Weekly
3.4,29,Male,Dress,99,Alaska,M,Green,Summer,No,Cash,Free_Shipping,Free_Shipping,No,No,49,PayPal,Quarterly
4.0,29,Male,Jacket,38,Maine,L,Charcoal,Spring,No,Venmo,Standard,Standard,No,No,44,PayPal,Monthly
4.8,55,Male,Coat,96,New Mexico,L,Silver,Winter,No,Credit Card,Express,Express,No,No,13,PayPal,Bi-Weekly
4.5,57,Male,Dress,27,New York,L,Turquoise,Spring,No,Cash,Next_Day_Air,Next_Day_Air,No,No,38,PayPal,Fortnightly
4.4,29,Male,Shorts,24,Oklahoma,M,Gray,Winter,No,PayPal,Standard,Standard,No,No,10,Debit Card,Weekly
4.1,31,Male,Jeans,82,Wyoming,L,Red,Summer,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,25,Debit Card,Weekly
4.6,25,Male,Hat,56,Alabama,M,Beige,Summer,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,18,Credit Card,Quarterly
3.8,61,Male,Gloves,25,Maryland,M,Maroon,Fall,No,Cash,Store_Pickup,Store_Pickup,No,No,6,Cash,Every 3 Months
2.9,53,Male,Sneakers,67,West Virginia,L,Indigo,Spring,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,35,Bank Transfer,Quarterly
2.8,22,Male,Shoes,21,Kentucky,M,Red,Summer,No,Bank Transfer,Standard,Standard,No,No,31,Credit Card,Fortnightly
3.0,28,Male,Hoodie,27,Kansas,XL,Maroon,Summer,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,41,Bank Transfer,Annually
4.2,18,Male,Sneakers,97,Idaho,S,Red,Fall,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,8,Credit Card,Annually
4.1,44,Male,Handbag,45,Ohio,S,Black,Winter,No,Cash,Free_Shipping,Free_Shipping,No,No,34,Credit Card,Fortnightly
4.1,32,Male,Blouse,63,Iowa,XL,Black,Fall,No,Cash,Express,Express,No,No,20,Venmo,Annually
4.6,34,Male,Belt,100,Michigan,L,Pink,Summer,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,38,PayPal,Every 3 Months
2.5,67,Male,Socks,38,South Dakota,L,Blue,Spring,No,PayPal,Store_Pickup,Store_Pickup,No,No,35,Venmo,Quarterly
3.0,66,Male,Blouse,45,Nebraska,L,Green,Summer,No,PayPal,Store_Pickup,Store_Pickup,No,No,6,Debit Card,Annually
3.8,28,Male,Jewelry,91,California,M,Orange,Fall,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,50,PayPal,Weekly
4.1,70,Male,Shorts,82,Nevada,M,Orange,Fall,No,PayPal,Free_Shipping,Free_Shipping,No,No,47,Venmo,Weekly
3.3,37,Male,Boots,48,Kansas,L,Magenta,Winter,No,Venmo,Standard,Standard,No,No,23,PayPal,Quarterly
5.0,28,Male,Coat,30,Ohio,M,Indigo,Spring,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,13,Credit Card,Quarterly
3.8,43,Male,T-shirt,34,Vermont,S,Beige,Spring,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,31,Debit Card,Monthly
3.3,37,Male,Sweater,68,Georgia,L,Green,Fall,No,PayPal,Express,Express,No,No,16,Debit Card,Every 3 Months
5.0,54,Male,Sunglasses,95,Maryland,M,Red,Winter,No,Venmo,Express,Express,No,No,40,Debit Card,Annually
2.9,50,Male,Hat,22,Connecticut,L,Beige,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,45,PayPal,Quarterly
2.5,46,Male,Gloves,88,Washington,M,Green,Fall,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,50,Venmo,Every 3 Months
4.7,60,Male,Socks,83,California,M,Orange,Summer,No,PayPal,Standard,Standard,No,No,1,Bank Transfer,Quarterly
2.9,40,Male,Handbag,87,Montana,L,Cyan,Spring,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,10,Cash,Every 3 Months
3.7,64,Male,Coat,57,Idaho,M,Violet,Summer,No,Debit Card,Store_Pickup,Store_Pickup,No,No,48,Credit Card,Every 3 Months
4.4,18,Male,Coat,88,Pennsylvania,XL,Lavender,Summer,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,38,Credit Card,Monthly
2.9,37,Male,Pants,20,Maine,L,Turquoise,Winter,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,21,Debit Card,Annually
3.6,36,Male,Belt,39,Montana,L,Pink,Summer,No,Cash,Store_Pickup,Store_Pickup,No,No,38,Venmo,Monthly
4.8,51,Male,Sunglasses,71,New Jersey,S,Beige,Spring,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,31,Credit Card,Fortnightly
4.7,26,Male,Hoodie,73,Louisiana,L,Silver,Winter,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,9,Debit Card,Fortnightly
2.6,68,Male,Handbag,63,Maine,M,Gold,Summer,No,Cash,Free_Shipping,Free_Shipping,No,No,47,Cash,Weekly
3.4,27,Male,Gloves,78,Florida,L,Silver,Winter,No,Cash,Standard,Standard,No,No,8,Cash,Bi-Weekly
3.5,28,Male,Skirt,96,Missouri,L,Green,Fall,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,30,Debit Card,Annually
3.4,49,Male,Sunglasses,81,North Dakota,M,Teal,Winter,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,22,Bank Transfer,Quarterly
5.0,70,Male,Dress,95,Connecticut,S,Gold,Fall,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,3,Bank Transfer,Quarterly
4.6,30,Male,Gloves,68,Virginia,M,Cyan,Spring,No,Credit Card,Standard,Standard,No,No,15,PayPal,Monthly
4.8,27,Male,Sneakers,28,Montana,L,Gold,Spring,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,10,Bank Transfer,Every 3 Months
3.7,19,Male,T-shirt,30,Vermont,L,Violet,Summer,No,PayPal,Free_Shipping,Free_Shipping,No,No,19,Cash,Every 3 Months
4.7,64,Male,Dress,31,Georgia,M,Black,Summer,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,36,Bank Transfer,Fortnightly
4.4,42,Male,Handbag,95,Virginia,XL,Brown,Winter,No,Venmo,Express,Express,No,No,12,Bank Transfer,Every 3 Months
3.5,69,Male,Socks,79,Vermont,M,Indigo,Winter,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,49,Debit Card,Quarterly
3.8,28,Male,Sneakers,39,Montana,L,Yellow,Winter,No,Credit Card,Standard,Standard,No,No,7,Debit Card,Annually
4.7,47,Male,Jacket,34,New Jersey,M,Purple,Summer,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,28,Bank Transfer,Monthly
3.1,69,Male,Hoodie,28,Wyoming,L,White,Spring,No,PayPal,Store_Pickup,Store_Pickup,No,No,30,Credit Card,Annually
5.0,56,Male,Sandals,38,Maine,XL,Turquoise,Winter,No,Debit Card,Free_Shipping,Free_Shipping,No,No,29,PayPal,Monthly
3.7,28,Male,Shoes,55,New Mexico,M,Olive,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,9,Debit Card,Every 3 Months
3.0,50,Male,Sandals,31,Colorado,M,Beige,Winter,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,27,Debit Card,Fortnightly
4.5,39,Male,Coat,84,Connecticut,S,Lavender,Spring,No,Cash,Store_Pickup,Store_Pickup,No,No,21,Venmo,Fortnightly
4.7,35,Male,Gloves,93,Maryland,L,White,Winter,No,Bank Transfer,Express,Express,No,No,36,Credit Card,Monthly
3.5,59,Male,Coat,28,Oregon,L,Brown,Winter,No,Debit Card,Free_Shipping,Free_Shipping,No,No,19,Debit Card,Annually
4.4,44,Male,Boots,55,New York,M,Charcoal,Summer,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,47,Cash,Weekly
2.6,66,Male,Skirt,63,Oklahoma,L,Maroon,Winter,No,Cash,Standard,Standard,No,No,38,Bank Transfer,Annually
4.2,20,Male,Skirt,94,Alabama,M,Red,Winter,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,22,Venmo,Bi-Weekly
2.6,45,Male,Pants,36,North Dakota,M,Maroon,Fall,No,Credit Card,Express,Express,No,No,29,Venmo,Bi-Weekly
4.8,49,Male,Hat,97,Nebraska,S,Teal,Spring,No,Venmo,Free_Shipping,Free_Shipping,No,No,42,Bank Transfer,Annually
2.9,60,Male,Backpack,63,Arizona,L,Orange,Summer,No,Venmo,Store_Pickup,Store_Pickup,No,No,47,PayPal,Every 3 Months
4.3,61,Male,Scarf,77,Illinois,S,Olive,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,10,Credit Card,Bi-Weekly
2.6,36,Male,Scarf,53,South Carolina,XL,Olive,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,10,Venmo,Monthly
3.8,33,Male,Shirt,77,Kansas,M,Beige,Spring,No,Cash,Next_Day_Air,Next_Day_Air,No,No,1,PayPal,Every 3 Months
4.2,49,Male,Boots,79,Kansas,L,Green,Summer,No,Credit Card,Standard,Standard,No,No,7,Credit Card,Monthly
3.9,31,Male,Coat,37,Idaho,M,Black,Summer,No,Venmo,Store_Pickup,Store_Pickup,No,No,10,Venmo,Fortnightly
3.1,19,Male,Belt,94,California,M,Green,Winter,No,Cash,Free_Shipping,Free_Shipping,No,No,11,Credit Card,Weekly
3.6,39,Male,Boots,76,North Dakota,S,Violet,Fall,No,PayPal,Store_Pickup,Store_Pickup,No,No,5,Cash,Annually
4.0,66,Male,Sneakers,68,Georgia,S,Silver,Fall,No,PayPal,Express,Express,No,No,21,PayPal,Quarterly
3.4,25,Male,Shirt,65,Illinois,L,Maroon,Spring,No,Cash,Next_Day_Air,Next_Day_Air,No,No,24,Bank Transfer,Quarterly
2.6,63,Male,Blouse,24,Delaware,M,Cyan,Summer,No,Venmo,Standard,Standard,No,No,37,Credit Card,Fortnightly
4.5,56,Male,Jacket,31,Connecticut,L,Teal,Summer,No,Cash,Express,Express,No,No,22,Venmo,Every 3 Months
4.9,20,Male,Skirt,89,Tennessee,M,Olive,Fall,No,Credit Card,Standard,Standard,No,No,16,Debit Card,Fortnightly
4.4,58,Male,Socks,49,Maryland,M,Red,Summer,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,44,PayPal,Monthly
3.5,34,Male,Sandals,92,Rhode Island,XL,Lavender,Fall,No,Credit Card,Express,Express,No,No,14,Venmo,Bi-Weekly
3.3,28,Male,T-shirt,32,New York,S,Orange,Winter,No,Bank Transfer,Express,Express,No,No,23,Bank Transfer,Every 3 Months
3.1,22,Male,Jacket,67,New Mexico,L,Brown,Winter,No,Bank Transfer,Standard,Standard,No,No,46,Debit Card,Fortnightly
4.2,37,Male,Belt,64,California,S,Gray,Fall,No,Credit Card,Express,Express,No,No,46,Cash,Every 3 Months
4.9,54,Male,Shoes,84,Maine,M,Orange,Spring,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,16,PayPal,Every 3 Months
3.9,65,Male,Blouse,34,New York,M,Orange,Fall,No,Venmo,Standard,Standard,No,No,40,Credit Card,Every 3 Months
4.2,57,Male,Shoes,26,Hawaii,M,Turquoise,Winter,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,21,Cash,Annually
4.9,38,Male,Sweater,50,New Hampshire,S,Cyan,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,25,PayPal,Bi-Weekly
2.8,70,Male,Boots,46,Nebraska,M,Yellow,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,25,Bank Transfer,Quarterly
4.1,56,Male,Handbag,71,Montana,M,White,Fall,No,Credit Card,Standard,Standard,No,No,25,Debit Card,Every 3 Months
4.8,56,Male,Blouse,78,Wisconsin,M,Blue,Summer,No,Cash,Next_Day_Air,Next_Day_Air,No,No,27,Venmo,Monthly
4.1,22,Male,Skirt,35,Tennessee,S,Purple,Winter,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,12,Cash,Monthly
3.0,57,Male,Backpack,58,Montana,M,Gray,Summer,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,27,Debit Card,Quarterly
4.2,53,Male,Shirt,67,Michigan,L,Cyan,Fall,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,40,Credit Card,Bi-Weekly
3.8,53,Male,Sweater,93,Texas,L,Pink,Spring,No,Bank Transfer,Standard,Standard,No,No,38,Credit Card,Quarterly
3.3,19,Male,Scarf,81,Pennsylvania,S,Gold,Spring,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,44,Bank Transfer,Every 3 Months
4.7,49,Male,Handbag,80,New York,L,Silver,Fall,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,27,Venmo,Every 3 Months
4.3,44,Male,Scarf,64,Alabama,M,Gray,Spring,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,30,Credit Card,Every 3 Months
2.7,27,Male,Jeans,41,Virginia,M,Brown,Fall,No,Venmo,Standard,Standard,No,No,24,Credit Card,Monthly
4.2,60,Male,Socks,79,Pennsylvania,XL,Pink,Winter,No,PayPal,Express,Express,No,No,38,Cash,Bi-Weekly
4.2,62,Male,Sunglasses,60,Mississippi,L,Maroon,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,4,PayPal,Quarterly
2.5,52,Male,Sneakers,91,Wyoming,S,Peach,Winter,No,Cash,Next_Day_Air,Next_Day_Air,No,No,32,Venmo,Monthly
3.6,30,Male,Shoes,66,New Mexico,L,Brown,Winter,No,PayPal,Express,Express,No,No,32,Credit Card,Fortnightly
3.4,66,Male,Socks,85,North Dakota,L,Green,Winter,No,Bank Transfer,Standard,Standard,No,No,28,Bank Transfer,Bi-Weekly
3.3,29,Male,Sunglasses,38,New Jersey,M,Lavender,Summer,No,Credit Card,Standard,Standard,No,No,6,Debit Card,Every 3 Months
4.6,24,Male,Sweater,23,Vermont,M,Cyan,Winter,No,Debit Card,Standard,Standard,No,No,24,PayPal,Monthly
3.9,51,Male,Shoes,71,Alaska,M,Black,Spring,No,Debit Card,Store_Pickup,Store_Pickup,No,No,38,Venmo,Weekly
3.7,67,Male,Socks,25,Indiana,M,Charcoal,Winter,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,28,Debit Card,Annually
3.1,50,Male,Boots,39,Alabama,XL,Silver,Spring,No,Debit Card,Express,Express,No,No,9,PayPal,Fortnightly
4.9,37,Male,Hoodie,20,Michigan,M,Gray,Spring,No,Bank Transfer,Express,Express,No,No,21,Debit Card,Every 3 Months
4.7,69,Male,Gloves,73,Washington,L,Peach,Winter,No,Cash,Standard,Standard,No,No,31,Debit Card,Monthly
2.9,60,Male,Backpack,63,Virginia,L,Peach,Fall,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,18,Credit Card,Quarterly
4.1,21,Male,Gloves,94,Tennessee,XL,Cyan,Spring,No,Venmo,Express,Express,No,No,5,Cash,Weekly
4.0,44,Male,Blouse,94,South Dakota,L,Magenta,Fall,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,22,Cash,Annually
2.7,26,Male,Scarf,71,New Hampshire,L,Teal,Summer,No,Debit Card,Store_Pickup,Store_Pickup,No,No,37,PayPal,Bi-Weekly
4.0,40,Male,Hat,77,South Dakota,M,Peach,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,22,Debit Card,Monthly
2.5,41,Male,Scarf,66,Pennsylvania,M,Black,Fall,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,36,PayPal,Fortnightly
4.5,62,Male,Sandals,23,Wisconsin,M,Teal,Summer,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,23,PayPal,Annually
3.9,39,Male,Sweater,60,California,M,Turquoise,Spring,No,Debit Card,Express,Express,No,No,44,Debit Card,Weekly
4.9,53,Male,Backpack,72,Rhode Island,L,Gold,Spring,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,25,Bank Transfer,Annually
3.3,24,Male,Blouse,35,Alabama,L,Green,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,40,PayPal,Quarterly
3.8,41,Male,Scarf,31,Oklahoma,M,Brown,Fall,No,Venmo,Express,Express,No,No,12,PayPal,Weekly
2.9,19,Male,Socks,33,Illinois,L,Blue,Summer,No,Credit Card,Standard,Standard,No,No,14,Venmo,Monthly
4.0,36,Male,Hat,95,Tennessee,M,Gold,Summer,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,14,Debit Card,Monthly
4.1,21,Male,Dress,68,Alabama,M,Peach,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,10,Debit Card,Annually
3.1,25,Male,Coat,87,Kansas,M,Violet,Spring,No,Cash,Store_Pickup,Store_Pickup,No,No,17,Bank Transfer,Every 3 Months
4.6,65,Male,Shirt,64,Arizona,XL,Yellow,Winter,No,Debit Card,Express,Express,No,No,24,Debit Card,Fortnightly
4.6,42,Male,Shirt,74,Michigan,M,Black,Winter,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,31,Bank Transfer,Quarterly
2.6,40,Male,Jeans,62,Missouri,L,Silver,Spring,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,36,Cash,Annually
5.0,58,Male,Socks,97,Louisiana,M,Brown,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,38,PayPal,Every 3 Months
2.9,40,Male,Sandals,47,Connecticut,L,Peach,Fall,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,23,Debit Card,Fortnightly
3.5,62,Male,Blouse,83,Connecticut,M,Cyan,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,47,PayPal,Bi-Weekly
3.7,38,Male,Shirt,82,Oregon,M,Olive,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,20,Venmo,Weekly
